Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	15	15
OG0001396	18	18
OG0001397	16	16
OG0001398	16	16
OG0001399	11	11
OG0001400	17	17
OG0001401	16	16
OG0001402	15	15
OG0001403	16	16
OG0001404	16	16
OG0001405	17	17
OG0001406	19	19
OG0001407	16	16
OG0001408	16	16
OG0001409	16	16
OG0001410	16	16
OG0001411	10	10
OG0001412	16	16
OG0001413	16	16
OG0001414	14	14
OG0001415	17	17
OG0001416	15	14
OG0001417	14	14
OG0001418	16	16
OG0001419	13	13
OG0001420	16	16
OG0001421	16	16
OG0001422	16	16
OG0001423	16	16
OG0001424	16	16
OG0001425	16	16
OG0001426	16	16
OG0001427	17	17
OG0001428	16	16
OG0001429	16	14
OG0001430	17	17
OG0001431	16	16
OG0001432	16	16
OG0001433	15	15
OG0001434	16	15
OG0001435	16	16
OG0001436	15	15
OG0001437	18	18
OG0001438	11	11
OG0001439	13	13
OG0001440	16	16
OG0001441	16	16
OG0001442	16	16
OG0001443	16	16
OG0001444	16	16
OG0001445	14	14
OG0001446	16	16
OG0001447	16	16
OG0001448	14	14
OG0001449	16	16
OG0001450	14	14
OG0001451	15	15
OG0001452	16	16
OG0001453	16	16
OG0001454	16	16
OG0001455	17	17
OG0001456	16	16
OG0001457	16	16
OG0001458	18	18
OG0001459	14	14
OG0001460	18	18
OG0001461	17	16
OG0001462	20	20
OG0001463	18	18
OG0001464	19	19
OG0001465	19	19
OG0001466	17	17
OG0001467	17	17
OG0001468	17	17
OG0001469	15	14
OG0001470	17	17
OG0001471	15	11
OG0001472	17	17
OG0001473	17	17
OG0001474	21	21
OG0001475	21	21
OG0001476	22	22
OG0001477	15	15
OG0001478	21	21
OG0001479	15	15
OG0001480	16	16
OG0001481	15	15
OG0001482	10	10
OG0001483	16	16
OG0001484	19	19
OG0001485	15	15
OG0001486	12	12
OG0001487	16	16
OG0001488	17	17
OG0001489	13	13
OG0001490	13	13
OG0001491	15	15
OG0001492	21	21
OG0001493	17	17
OG0001494	16	16
OG0001495	17	17
OG0001496	17	17
OG0001497	12	12
OG0001498	15	15
OG0001499	15	15
OG0001500	20	20
OG0001501	14	13
OG0001502	15	15
OG0001503	15	15
OG0001504	16	16
OG0001505	15	15
OG0001506	15	15
OG0001507	15	15
OG0001508	15	15
OG0001509	15	15
OG0001510	14	14
OG0001511	17	17
OG0001512	13	13
OG0001513	13	11
OG0001514	15	15
OG0001515	15	15
OG0001516	15	15
OG0001517	15	15
OG0001518	14	14
OG0001519	15	15
OG0001520	15	15
OG0001521	14	14
OG0001522	15	15
OG0001523	16	15
OG0001524	15	15
OG0001525	15	15
OG0001526	15	15
OG0001527	16	16
OG0001528	15	15
OG0001529	15	15
OG0001530	15	15
OG0001531	15	15
OG0001532	15	15
OG0001533	15	15
OG0001534	15	15
OG0001535	15	15
OG0001536	13	13
OG0001537	9	9
OG0001538	15	15
OG0001539	14	14
OG0001540	15	14
OG0001541	15	15
OG0001542	16	16
OG0001543	10	10
OG0001544	15	15
OG0001545	20	20
OG0001546	14	14
OG0001547	15	15
OG0001548	15	15
OG0001549	14	14
OG0001550	15	15
OG0001551	15	15
OG0001552	15	15
OG0001553	15	15
OG0001554	15	15
OG0001555	15	15
OG0001556	15	15
OG0001557	15	15
OG0001558	14	14
OG0001559	15	15
OG0001560	14	14
OG0001561	14	14
OG0001562	16	16
OG0001563	13	12
OG0001564	15	15
OG0001565	15	15
OG0001566	15	15
OG0001567	15	15
OG0001568	15	15
OG0001569	15	15
OG0001570	15	15
OG0001571	15	15
OG0001572	16	16
OG0001573	15	15
OG0001574	15	15
OG0001575	15	15
OG0001576	15	15
OG0001577	15	15
OG0001578	15	15
OG0001579	17	17
OG0001580	15	15
OG0001581	16	16
OG0001582	15	15
OG0001583	15	15
OG0001584	15	15
OG0001585	15	15
OG0001586	14	14
OG0001587	18	18
OG0001588	15	15
OG0001589	15	15
OG0001590	15	15
OG0001591	15	15
OG0001592	14	14
OG0001593	14	14
OG0001594	14	14
OG0001595	15	15
OG0001596	15	15
OG0001597	16	16
OG0001598	18	18
OG0001599	16	16
OG0001600	16	16
OG0001601	16	16
OG0001602	16	16
OG0001603	18	18
OG0001604	18	18
OG0001605	18	18
OG0001606	18	18
OG0001607	18	18
OG0001608	18	18
OG0001609	16	16
OG0001610	16	16
OG0001611	16	16
OG0001612	16	16
OG0001613	16	16
OG0001614	18	18
OG0001615	16	16
OG0001616	16	16
OG0001617	15	15
OG0001618	15	15
OG0001619	20	20
OG0001620	18	18
OG0001621	21	21
OG0001622	21	21
OG0001623	21	21
OG0001624	21	21
OG0001625	21	21
OG0001626	14	14
OG0001627	15	15
OG0001628	14	14
OG0001629	14	14
OG0001630	13	13
OG0001631	14	14
OG0001632	14	14
OG0001633	14	14
OG0001634	14	14
OG0001635	20	20
OG0001636	14	14
OG0001637	14	14
OG0001638	14	14
OG0001639	14	14
OG0001640	16	16
OG0001641	14	14
OG0001642	14	14
OG0001643	13	13
OG0001644	11	11
OG0001645	14	14
OG0001646	20	20
OG0001647	20	20
OG0001648	14	14
OG0001649	14	14
OG0001650	14	14
OG0001651	20	20
OG0001652	13	13
OG0001653	20	20
OG0001654	14	14
OG0001655	14	14
OG0001656	16	14
OG0001657	11	11
OG0001658	14	14
OG0001659	14	14
OG0001660	13	13
OG0001661	14	14
OG0001662	14	14
OG0001663	15	15
OG0001664	12	11
OG0001665	14	14
OG0001666	16	16
OG0001667	14	14
OG0001668	14	14
OG0001669	14	14
OG0001670	14	14
OG0001671	8	8
OG0001672	14	14
OG0001673	13	13
OG0001674	14	14
OG0001675	13	13
OG0001676	12	11
OG0001677	14	14
OG0001678	14	14
OG0001679	10	10
OG0001680	14	14
OG0001681	11	11
OG0001682	14	14
OG0001683	11	11
OG0001684	14	14
OG0001685	14	14
OG0001686	14	14
OG0001687	14	14
OG0001688	14	14
OG0001689	14	14
OG0001690	13	13
OG0001691	14	14
OG0001692	14	14
OG0001693	14	14
OG0001694	14	14
OG0001695	11	11
OG0001696	20	20
OG0001697	14	14
OG0001698	14	14
OG0001699	14	14
OG0001700	14	14
OG0001701	14	14
OG0001702	14	14
OG0001703	14	14
OG0001704	14	14
OG0001705	13	13
OG0001706	13	13
OG0001707	15	15
OG0001708	13	13
OG0001709	13	13
OG0001710	14	14
OG0001711	14	14
OG0001712	9	9
OG0001713	8	7
OG0001714	16	16
OG0001715	14	14
OG0001716	15	15
OG0001717	14	14
OG0001718	13	11
OG0001719	14	14
OG0001720	16	16
OG0001721	13	12
OG0001722	13	13
OG0001723	14	14
OG0001724	14	14
OG0001725	14	14
OG0001726	14	14
OG0001727	14	14
OG0001728	14	14
OG0001729	12	12
OG0001730	13	13
OG0001731	17	17
OG0001732	14	14
OG0001733	14	14
OG0001734	14	14
OG0001735	14	14
OG0001736	14	14
OG0001737	14	14
OG0001738	13	13
OG0001739	14	14
OG0001740	14	14
OG0001741	14	14
OG0001742	13	13
OG0001743	12	12
OG0001744	14	14
OG0001745	14	14
OG0001746	14	14
OG0001747	16	16
OG0001748	13	13
OG0001749	14	14
OG0001750	14	14
OG0001751	14	14
OG0001752	14	14
OG0001753	13	13
OG0001754	14	14
OG0001755	14	14
OG0001756	14	14
OG0001757	14	14
OG0001758	10	10
OG0001759	16	16
OG0001760	14	14
OG0001761	14	14
OG0001762	11	11
OG0001763	17	17
OG0001764	12	10
OG0001765	15	15
OG0001766	15	15
OG0001767	17	17
OG0001768	15	15
OG0001769	17	17
OG0001770	15	15
OG0001771	15	15
OG0001772	15	15
OG0001773	15	15
OG0001774	18	18
OG0001775	17	17
OG0001776	15	15
OG0001777	15	15
OG0001778	17	17
OG0001779	15	15
OG0001780	13	12
OG0001781	15	15
OG0001782	20	20
OG0001783	16	16
OG0001784	18	18
OG0001785	20	20
OG0001786	20	20
OG0001787	19	19
OG0001788	19	19
OG0001789	19	19
OG0001790	19	19
OG0001791	19	19
OG0001792	17	17
OG0001793	19	19
OG0001794	20	20
OG0001795	20	20
OG0001796	20	20
OG0001797	13	13
OG0001798	12	12
OG0001799	14	14
OG0001800	13	11
OG0001801	13	13
OG0001802	15	15
OG0001803	12	12
OG0001804	13	13
OG0001805	13	13
OG0001806	17	17
OG0001807	12	12
OG0001808	12	12
OG0001809	13	13
OG0001810	15	15
OG0001811	13	13
OG0001812	15	15
OG0001813	13	13
OG0001814	13	13
OG0001815	13	13
OG0001816	13	13
OG0001817	19	19
OG0001818	11	11
OG0001819	13	13
OG0001820	10	10
OG0001821	12	11
OG0001822	13	13
OG0001823	13	13
OG0001824	13	13
OG0001825	18	18
OG0001826	13	13
OG0001827	13	13
OG0001828	14	14
OG0001829	11	11
OG0001830	13	13
OG0001831	13	13
OG0001832	13	13
OG0001833	10	9
OG0001834	13	13
OG0001835	13	13
OG0001836	15	13
OG0001837	10	6
OG0001838	13	13
OG0001839	13	13
OG0001840	14	14
OG0001841	13	13
OG0001842	13	13
OG0001843	15	15
OG0001844	13	13
OG0001845	15	15
OG0001846	13	13
OG0001847	14	14
OG0001848	13	13
OG0001849	15	15
OG0001850	11	11
OG0001851	13	13
OG0001852	13	13
OG0001853	15	15
OG0001854	13	13
OG0001855	13	13
OG0001856	13	13
OG0001857	13	13
OG0001858	15	15
OG0001859	8	8
OG0001860	13	13
OG0001861	13	13
OG0001862	11	11
OG0001863	13	13
OG0001864	13	13
OG0001865	10	10
OG0001866	13	13
OG0001867	13	13
OG0001868	10	9
OG0001869	12	12
OG0001870	13	13
OG0001871	13	13
OG0001872	13	13
OG0001873	13	13
OG0001874	13	13
OG0001875	13	13
OG0001876	13	13
OG0001877	13	13
OG0001878	12	12
OG0001879	15	15
OG0001880	13	13
OG0001881	13	13
OG0001882	13	13
OG0001883	13	13
OG0001884	13	13
OG0001885	11	11
OG0001886	13	13
OG0001887	13	13
OG0001888	15	15
OG0001889	13	13
OG0001890	13	13
OG0001891	15	15
OG0001892	12	12
OG0001893	13	13
OG0001894	14	14
OG0001895	6	6
OG0001896	15	15
OG0001897	13	13
OG0001898	19	19
OG0001899	12	12
OG0001900	13	13
OG0001901	13	13
OG0001902	13	13
OG0001903	13	13
OG0001904	9	9
OG0001905	10	10
OG0001906	13	13
OG0001907	10	8
OG0001908	12	12
OG0001909	9	7
OG0001910	13	13
OG0001911	13	13
OG0001912	13	13
OG0001913	14	14
OG0001914	14	14
OG0001915	13	13
OG0001916	13	13
OG0001917	14	14
OG0001918	13	13
OG0001919	13	13
OG0001920	11	11
OG0001921	12	12
OG0001922	13	13
OG0001923	13	13
OG0001924	13	13
OG0001925	11	11
OG0001926	13	13
OG0001927	13	13
OG0001928	12	12
OG0001929	13	13
OG0001930	8	8
OG0001931	13	13
OG0001932	15	15
OG0001933	13	13
OG0001934	14	14
OG0001935	13	13
OG0001936	13	13
OG0001937	13	13
OG0001938	13	13
OG0001939	15	15
OG0001940	11	10
OG0001941	13	13
OG0001942	14	14
OG0001943	13	13
OG0001944	14	14
OG0001945	13	13
OG0001946	13	13
OG0001947	13	13
OG0001948	12	12
OG0001949	13	13
OG0001950	13	13
OG0001951	13	13
OG0001952	13	13
OG0001953	16	16
OG0001954	16	16
OG0001955	14	14
OG0001956	14	14
OG0001957	14	14
OG0001958	11	10
OG0001959	14	14
OG0001960	16	16
OG0001961	17	17
OG0001962	14	14
OG0001963	14	14
OG0001964	15	15
OG0001965	12	12
OG0001966	17	17
OG0001967	14	14
OG0001968	15	15
OG0001969	14	14
OG0001970	16	16
OG0001971	16	16
OG0001972	14	14
OG0001973	16	16
OG0001974	13	13
OG0001975	16	16
OG0001976	14	14
OG0001977	16	16
OG0001978	12	12
OG0001979	14	14
OG0001980	14	14
OG0001981	14	14
OG0001982	15	15
OG0001983	14	14
OG0001984	15	15
OG0001985	13	13
OG0001986	14	14
OG0001987	12	12
OG0001988	16	16
OG0001989	12	12
OG0001990	14	14
OG0001991	15	15
OG0001992	14	14
OG0001993	14	14
OG0001994	15	15
OG0001995	19	19
OG0001996	19	19
OG0001997	18	18
OG0001998	19	19
OG0001999	19	19
OG0002000	18	18
OG0002001	17	17
OG0002002	18	18
OG0002003	18	18
OG0002004	18	18
OG0002005	19	19
OG0002006	19	19
OG0002007	19	19
OG0002008	19	19
OG0002009	19	19
OG0002010	19	19
OG0002011	19	19
OG0002012	19	19
OG0002013	19	19
OG0002014	18	18
OG0002015	12	12
OG0002016	12	12
OG0002017	12	12
OG0002018	14	12
OG0002019	12	12
OG0002020	10	9
OG0002021	12	12
OG0002022	12	12
OG0002023	11	10
OG0002024	12	12
OG0002025	11	11
OG0002026	12	12
OG0002027	13	13
OG0002028	17	17
OG0002029	12	12
OG0002030	12	12
OG0002031	12	12
OG0002032	12	12
OG0002033	12	12
OG0002034	18	18
OG0002035	11	11
OG0002036	8	8
OG0002037	12	12
OG0002038	12	12
OG0002039	12	12
OG0002040	12	12
OG0002041	11	11
OG0002042	14	14
OG0002043	18	18
OG0002044	12	12
OG0002045	12	12
OG0002046	10	10
OG0002047	12	12
OG0002048	12	12
OG0002049	14	14
OG0002050	12	12
OG0002051	11	11
OG0002052	12	12
OG0002053	12	12
OG0002054	10	9
OG0002055	12	12
OG0002056	12	12
OG0002057	15	15
OG0002058	12	12
OG0002059	7	7
OG0002060	12	12
OG0002061	10	10
OG0002062	7	7
OG0002063	14	14
OG0002064	12	12
OG0002065	12	12
OG0002066	11	10
OG0002067	12	11
OG0002068	12	12
OG0002069	12	12
OG0002070	12	12
OG0002071	12	12
OG0002072	12	12
OG0002073	9	9
OG0002074	15	15
OG0002075	8	8
OG0002076	12	12
OG0002077	12	12
OG0002078	10	7
OG0002079	13	13
OG0002080	12	12
OG0002081	12	12
OG0002082	12	12
OG0002083	6	6
OG0002084	10	8
OG0002085	12	12
OG0002086	12	12
OG0002087	12	12
OG0002088	12	12
OG0002089	12	12
OG0002090	12	12
OG0002091	12	12
OG0002092	12	12
OG0002093	12	12
OG0002094	12	12
OG0002095	12	12
OG0002096	12	12
OG0002097	12	12
OG0002098	12	12
OG0002099	12	12
OG0002100	12	12
OG0002101	12	12
OG0002102	12	12
OG0002103	12	12
OG0002104	12	12
OG0002105	12	12
OG0002106	13	13
OG0002107	13	13
OG0002108	12	11
OG0002109	14	14
OG0002110	12	12
OG0002111	12	12
OG0002112	13	13
OG0002113	12	12
OG0002114	10	9
OG0002115	12	12
OG0002116	12	12
OG0002117	10	10
OG0002118	12	12
OG0002119	12	12
OG0002120	12	12
OG0002121	12	12
OG0002122	12	12
OG0002123	12	12
OG0002124	12	12
OG0002125	12	12
OG0002126	13	13
OG0002127	14	14
OG0002128	13	13
OG0002129	12	12
OG0002130	12	12
OG0002131	12	12
OG0002132	12	12
OG0002133	12	12
OG0002134	9	9
OG0002135	12	12
OG0002136	12	12
OG0002137	12	12
OG0002138	12	12
OG0002139	12	12
OG0002140	12	12
OG0002141	12	12
OG0002142	11	10
OG0002143	12	12
OG0002144	12	12
OG0002145	12	12
OG0002146	12	12
OG0002147	11	11
OG0002148	12	12
OG0002149	9	7
OG0002150	12	12
OG0002151	12	12
OG0002152	11	11
OG0002153	12	12
OG0002154	12	12
OG0002155	9	9
OG0002156	11	11
OG0002157	12	12
OG0002158	12	12
OG0002159	12	12
OG0002160	12	12
OG0002161	8	8
OG0002162	13	13
OG0002163	12	12
OG0002164	13	13
OG0002165	10	10
OG0002166	12	12
OG0002167	14	14
OG0002168	12	12
OG0002169	15	15
OG0002170	12	12
OG0002171	12	12
OG0002172	7	5
OG0002173	11	11
OG0002174	12	11
OG0002175	12	12
OG0002176	14	14
OG0002177	12	12
OG0002178	12	11
OG0002179	12	12
OG0002180	12	12
OG0002181	11	11
OG0002182	11	11
OG0002183	10	10
OG0002184	11	11
OG0002185	9	9
OG0002186	12	12
OG0002187	14	14
OG0002188	12	12
OG0002189	14	14
OG0002190	12	12
OG0002191	12	12
OG0002192	14	14
OG0002193	12	12
OG0002194	13	13
OG0002195	13	13
OG0002196	16	16
OG0002197	13	13
OG0002198	15	15
OG0002199	13	13
OG0002200	12	12
OG0002201	13	13
OG0002202	15	15
OG0002203	13	13
OG0002204	13	13
OG0002205	15	15
OG0002206	15	15
OG0002207	15	15
OG0002208	13	13
OG0002209	13	13
OG0002210	15	15
OG0002211	15	15
OG0002212	13	13
OG0002213	15	15
OG0002214	13	13
OG0002215	13	13
OG0002216	13	13
OG0002217	15	15
OG0002218	13	13
OG0002219	13	13
OG0002220	15	15
OG0002221	15	15
OG0002222	15	15
OG0002223	14	14
OG0002224	12	12
OG0002225	12	12
OG0002226	13	13
OG0002227	11	11
OG0002228	14	14
OG0002229	12	12
OG0002230	13	13
OG0002231	11	11
OG0002232	13	13
OG0002233	18	18
OG0002234	17	17
OG0002235	17	17
OG0002236	16	16
OG0002237	17	17
OG0002238	18	18
OG0002239	18	18
OG0002240	18	18
OG0002241	18	18
OG0002242	18	18
OG0002243	18	18
OG0002244	11	11
OG0002245	13	13
OG0002246	10	9
OG0002247	17	17
OG0002248	11	11
OG0002249	11	11
OG0002250	8	8
OG0002251	14	14
OG0002252	11	11
OG0002253	17	17
OG0002254	11	11
OG0002255	14	14
OG0002256	11	11
OG0002257	16	16
OG0002258	11	11
OG0002259	12	12
OG0002260	16	16
OG0002261	11	11
OG0002262	11	11
OG0002263	11	11
OG0002264	11	11
OG0002265	11	11
OG0002266	11	11
OG0002267	10	9
OG0002268	17	17
OG0002269	11	11
OG0002270	11	11
OG0002271	17	17
OG0002272	11	11
OG0002273	11	11
OG0002274	13	13
OG0002275	10	10
OG0002276	11	11
OG0002277	16	16
OG0002278	12	12
OG0002279	11	11
OG0002280	11	11
OG0002281	13	13
OG0002282	11	11
OG0002283	11	11
OG0002284	10	9
OG0002285	10	10
OG0002286	11	10
OG0002287	10	10
OG0002288	11	11
OG0002289	10	10
OG0002290	11	11
OG0002291	11	11
OG0002292	11	11
OG0002293	11	11
OG0002294	11	11
OG0002295	11	11
OG0002296	11	11
OG0002297	11	11
OG0002298	11	11
OG0002299	10	10
OG0002300	12	12
OG0002301	11	11
OG0002302	10	10
OG0002303	10	10
OG0002304	11	11
OG0002305	11	11
OG0002306	11	11
OG0002307	10	10
OG0002308	11	11
OG0002309	11	11
OG0002310	11	11
OG0002311	17	17
OG0002312	10	10
OG0002313	9	9
OG0002314	11	11
OG0002315	11	11
OG0002316	11	11
OG0002317	11	11
OG0002318	9	9
OG0002319	11	11
OG0002320	11	11
OG0002321	11	11
OG0002322	11	11
OG0002323	11	11
OG0002324	10	10
OG0002325	11	11
OG0002326	6	6
OG0002327	11	11
OG0002328	11	11
OG0002329	8	8
OG0002330	11	11
OG0002331	12	12
OG0002332	13	13
OG0002333	11	11
OG0002334	10	9
OG0002335	12	12
OG0002336	11	11
OG0002337	11	11
OG0002338	11	11
OG0002339	12	12
OG0002340	9	9
OG0002341	11	11
OG0002342	10	10
OG0002343	13	13
OG0002344	12	12
OG0002345	11	11
OG0002346	11	11
OG0002347	11	11
OG0002348	11	11
OG0002349	11	11
OG0002350	6	6
OG0002351	11	11
OG0002352	11	11
OG0002353	11	11
OG0002354	11	11
OG0002355	11	11
OG0002356	11	11
OG0002357	8	6
OG0002358	11	11
OG0002359	11	11
OG0002360	11	11
OG0002361	11	11
OG0002362	11	11
OG0002363	10	10
OG0002364	11	11
OG0002365	11	11
OG0002366	11	11
OG0002367	10	10
OG0002368	9	9
OG0002369	11	11
OG0002370	11	11
OG0002371	11	11
OG0002372	11	11
OG0002373	11	11
OG0002374	11	11
OG0002375	11	11
OG0002376	11	11
OG0002377	11	11
OG0002378	11	11
OG0002379	11	11
OG0002380	10	10
OG0002381	10	10
OG0002382	11	11
OG0002383	11	11
OG0002384	11	11
OG0002385	14	14
OG0002386	11	11
OG0002387	11	11
OG0002388	9	9
OG0002389	11	11
OG0002390	11	11
OG0002391	13	13
OG0002392	11	11
OG0002393	11	11
OG0002394	11	11
OG0002395	13	13
OG0002396	11	11
OG0002397	13	13
OG0002398	11	11
OG0002399	13	13
OG0002400	11	11
OG0002401	11	11
OG0002402	12	12
OG0002403	11	11
OG0002404	11	11
OG0002405	11	11
OG0002406	11	11
OG0002407	11	11
OG0002408	7	7
OG0002409	11	11
OG0002410	11	9
OG0002411	10	10
OG0002412	11	11
OG0002413	11	11
OG0002414	11	11
OG0002415	11	11
OG0002416	11	11
OG0002417	11	11
OG0002418	11	11
OG0002419	11	11
OG0002420	13	12
OG0002421	11	11
OG0002422	11	11
OG0002423	11	11
OG0002424	12	12
OG0002425	11	11
OG0002426	11	11
OG0002427	12	12
OG0002428	10	10
OG0002429	10	10
OG0002430	11	11
OG0002431	11	11
OG0002432	11	11
OG0002433	10	10
OG0002434	11	11
OG0002435	11	11
OG0002436	11	11
OG0002437	13	13
OG0002438	11	11
OG0002439	11	11
OG0002440	11	11
OG0002441	11	11
OG0002442	11	11
OG0002443	11	11
OG0002444	10	10
OG0002445	14	14
OG0002446	12	12
OG0002447	11	11
OG0002448	14	14
OG0002449	10	10
OG0002450	12	12
OG0002451	14	14
OG0002452	9	7
OG0002453	12	12
OG0002454	12	12
OG0002455	14	14
OG0002456	12	12
OG0002457	14	14
OG0002458	11	11
OG0002459	14	14
OG0002460	14	14
OG0002461	14	14
OG0002462	12	12
OG0002463	13	13
OG0002464	12	12
OG0002465	12	12
OG0002466	12	12
OG0002467	12	12
OG0002468	14	14
OG0002469	12	12
OG0002470	13	13
OG0002471	12	12
OG0002472	14	14
OG0002473	12	12
OG0002474	11	11
OG0002475	13	13
OG0002476	14	14
OG0002477	12	12
OG0002478	13	13
OG0002479	12	12
OG0002480	10	10
OG0002481	12	12
OG0002482	12	12
OG0002483	14	14
OG0002484	15	15
OG0002485	17	17
OG0002486	17	17
OG0002487	16	16
OG0002488	16	16
OG0002489	16	16
OG0002490	16	16
OG0002491	17	17
OG0002492	17	17
OG0002493	17	17
OG0002494	17	17
OG0002495	17	17
OG0002496	17	17
OG0002497	17	17
OG0002498	10	10
OG0002499	10	10
OG0002500	10	10
OG0002501	9	7
OG0002502	16	16
OG0002503	16	16
OG0002504	10	10
OG0002505	8	7
OG0002506	10	10
OG0002507	7	7
OG0002508	11	10
OG0002509	10	10
OG0002510	10	10
OG0002511	10	10
OG0002512	10	10
OG0002513	8	8
OG0002514	12	12
OG0002515	8	8
OG0002516	16	16
OG0002517	16	16
OG0002518	8	7
OG0002519	10	10
OG0002520	10	10
OG0002521	7	7
OG0002522	10	10
OG0002523	15	15
OG0002524	10	10
OG0002525	10	10
OG0002526	9	9
OG0002527	10	10
OG0002528	12	12
OG0002529	10	10
OG0002530	10	10
OG0002531	10	10
OG0002532	10	10
OG0002533	10	10
OG0002534	10	10
OG0002535	10	10
OG0002536	11	11
OG0002537	10	10
OG0002538	10	10
OG0002539	10	10
OG0002540	11	11
OG0002541	10	10
OG0002542	10	10
OG0002543	9	9
OG0002544	11	11
OG0002545	13	12
OG0002546	10	10
OG0002547	10	10
OG0002548	10	10
OG0002549	10	10
OG0002550	10	10
OG0002551	10	10
OG0002552	10	10
OG0002553	16	16
OG0002554	16	16
OG0002555	10	10
OG0002556	10	10
OG0002557	16	16
OG0002558	10	10
OG0002559	10	10
OG0002560	10	10
OG0002561	10	10
OG0002562	11	11
OG0002563	10	10
OG0002564	10	10
OG0002565	8	7
OG0002566	9	9
OG0002567	10	10
OG0002568	10	10
OG0002569	16	16
OG0002570	10	10
OG0002571	11	11
OG0002572	16	16
OG0002573	10	9
OG0002574	10	10
OG0002575	7	7
OG0002576	10	10
OG0002577	10	10
OG0002578	10	10
OG0002579	10	10
OG0002580	10	10
OG0002581	8	8
OG0002582	10	10
OG0002583	10	10
OG0002584	7	6
OG0002585	10	10
OG0002586	10	10
OG0002587	7	7
OG0002588	10	10
OG0002589	10	10
OG0002590	10	10
OG0002591	10	10
OG0002592	10	10
OG0002593	10	10
OG0002594	10	10
OG0002595	12	12
OG0002596	9	9
OG0002597	12	12
OG0002598	12	12
OG0002599	10	10
OG0002600	10	10
OG0002601	10	10
OG0002602	10	10
OG0002603	8	8
OG0002604	10	10
OG0002605	9	9
OG0002606	10	10
OG0002607	11	11
OG0002608	10	10
OG0002609	12	12
OG0002610	8	8
OG0002611	11	11
OG0002612	10	10
OG0002613	10	10
OG0002614	10	10
OG0002615	10	10
OG0002616	10	10
OG0002617	10	10
OG0002618	8	8
OG0002619	9	9
OG0002620	11	11
OG0002621	7	7
OG0002622	10	10
OG0002623	10	10
OG0002624	8	8
OG0002625	10	10
OG0002626	10	10
OG0002627	10	10
OG0002628	10	10
OG0002629	10	10
OG0002630	10	10
OG0002631	12	12
OG0002632	8	8
OG0002633	10	10
OG0002634	12	12
OG0002635	10	10
OG0002636	10	10
OG0002637	10	10
OG0002638	10	10
OG0002639	10	10
OG0002640	10	10
OG0002641	10	10
OG0002642	10	10
OG0002643	10	10
OG0002644	10	10
OG0002645	10	10
OG0002646	12	11
OG0002647	12	12
OG0002648	10	10
OG0002649	12	12
